f1,34991
f2,34941
f3,34922
f4,34866
f5,34849
f6,34771
f7,34768
f8,34748
f9,34544
f10,34358
f11,34254
f12,34155
f13,34098
f14,34076
f15,34055
f16,34048
f17,34029
f18,33990
f19,33871
f20,33780
f21,33750
f22,33654
f23,33612
f24,33581
f25,33430
f26,33260
f27,33197
f28,33155
f29,33115
f30,33007
f31,32989
f32,32795
f33,32708
f34,32394
f35,32384
f36,32309
f37,32193
f38,32039
f39,32038
f40,32008
f41,31995
f42,31961
f43,31946
f44,31865
f45,31839
f46,31829
f47,31692
f48,31633
f49,31354
f50,31169
f51,31141
f52,31006
f53,30929
f54,30843
f55,30842
f56,30807
f57,30741
f58,30514
f59,30395
f60,30387
f61,30341
f62,30296
f63,30287
f64,30284
f65,30140
f66,30135
f67,30063
f68,29975
f69,29933
f70,29859
f71,29735
f72,29730
f73,29703
f74,29525
f75,29518
f76,29423
f77,29378
f78,29234
f79,29218
f80,29178
f81,29092
f82,29089
f83,28947
f84,28647
f85,28574
f86,28550
f87,28547
f88,28471
f89,28461
f90,28299
f91,28267
f92,28252
f93,28251
f94,28159
f95,28009
f96,28003
f97,27967
f98,27852
f99,27811
f100,27664
f101,27508
f102,27413
f103,27409
f104,27184
f105,27162
f106,27113
f107,27099
f108,27048
f109,27041
f110,26733
f111,26506
f112,26362
f113,26183
f114,25997
f115,25976
f116,25897
f117,25856
f118,25784
f119,25700
f120,25668
f121,25641
f122,25522
f123,25490
f124,25433
f125,25408
f126,25322
f127,25299
f128,25237
f129,25091
f130,25057
f131,25015
f132,24990
f133,24974
f134,24939
f135,24834
f136,24777
f137,24743
f138,24625
f139,24555
f140,24449
f141,24367
f142,24340
f143,24329
f144,24126
f145,24085
f146,24050
f147,24020
f148,23999
f149,23989
f150,23974
f151,23928
f152,23837
f153,23836
f154,23565
f155,23491
f156,23422
f157,23417
f158,23205
f159,23195
f160,23156
f161,23092
f162,22712
f163,22644
f164,22417
f165,22392
f166,22281
f167,22239
f168,22212
f169,22067
f170,22045
f171,22042
f172,22003
f173,21866
f174,21851
f175,21849
f176,21713
f177,21674
f178,21608
f179,21607
f180,21594
f181,21401
f182,21296
f183,21239
f184,21180
f185,21128
f186,21059
f187,20954
f188,20948
f189,20947
f190,20813
f191,20755
f192,20725
f193,20693
f194,20585
f195,20513
f196,20431
f197,20338
f198,20310
f199,20296
f200,20081
