f1,34973
f2,34910
f3,34885
f4,34807
f5,34720
f6,34655
f7,34630
f8,34613
f9,34536
f10,34230
f11,34226
f12,34172
f13,34069
f14,34069
f15,34066
f16,33902
f17,33843
f18,33761
f19,33637
f20,33632
f21,33429
f22,33351
f23,33343
f24,33303
f25,33300
f26,33259
f27,33070
f28,33045
f29,33022
f30,32986
f31,32881
f32,32785
f33,32759
f34,32649
f35,32583
f36,32560
f37,32558
f38,32545
f39,32380
f40,32332
f41,32297
f42,32113
f43,32077
f44,31943
f45,31916
f46,31787
f47,31770
f48,31719
f49,31718
f50,31701
f51,31652
f52,31641
f53,31470
f54,31269
f55,31227
f56,31138
f57,31006
f58,30831
f59,30828
f60,30814
f61,30582
f62,30580
f63,30561
f64,30379
f65,30371
f66,30339
f67,30150
f68,30125
f69,30104
f70,30098
f71,30075
f72,30039
f73,29907
f74,29860
f75,29627
f76,29547
f77,29532
f78,29516
f79,29404
f80,29313
f81,29268
f82,29186
f83,29179
f84,29139
f85,29051
f86,28932
f87,28820
f88,28716
f89,28692
f90,28436
f91,28360
f92,28321
f93,28298
f94,28086
f95,27954
f96,27911
f97,27758
f98,27642
f99,27627
f100,27616
f101,27464
f102,27393
f103,27334
f104,27321
f105,27202
f106,27080
f107,27032
f108,26978
f109,26794
f110,26705
f111,26671
f112,26630
f113,26449
f114,26409
f115,26354
f116,26345
f117,26307
f118,26278
f119,26192
f120,26188
f121,26112
f122,26014
f123,25959
f124,25808
f125,25806
f126,25741
f127,25655
f128,25640
f129,25611
f130,25609
f131,25491
f132,25344
f133,25233
f134,25134
f135,25028
f136,24967
f137,24931
f138,24870
f139,24584
f140,24512
f141,24507
f142,24476
f143,24424
f144,24413
f145,24382
f146,24363
f147,24356
f148,24200
f149,24129
f150,24089
f151,24064
f152,24043
f153,23991
f154,23866
f155,23765
f156,23632
f157,23595
f158,23547
f159,23483
f160,23378
f161,23335
f162,23324
f163,23302
f164,23232
f165,23224
f166,23147
f167,23088
f168,22948
f169,22922
f170,22886
f171,22778
f172,22618
f173,22513
f174,22487
f175,22450
f176,22433
f177,22345
f178,22237
f179,22232
f180,22149
f181,22041
f182,21753
f183,21720
f184,21711
f185,21649
f186,21634
f187,21577
f188,21473
f189,21472
f190,20895
f191,20817
f192,20619
f193,20613
f194,20598
f195,20565
f196,20433
f197,20395
f198,20348
f199,20081
f200,20050
