f1,34955
f2,34773
f3,34641
f4,34529
f5,34478
f6,34453
f7,34441
f8,34399
f9,34131
f10,34102
f11,33996
f12,33978
f13,33732
f14,33523
f15,33445
f16,33437
f17,33428
f18,33386
f19,33338
f20,33183
f21,33140
f22,33108
f23,33076
f24,33005
f25,32986
f26,32984
f27,32859
f28,32819
f29,32749
f30,32681
f31,32620
f32,32582
f33,32504
f34,32425
f35,32417
f36,31766
f37,31717
f38,31699
f39,31648
f40,31566
f41,31505
f42,31373
f43,31355
f44,31273
f45,31264
f46,31216
f47,31064
f48,31008
f49,30918
f50,30905
f51,30751
f52,30724
f53,30707
f54,30689
f55,30617
f56,30592
f57,30519
f58,30459
f59,30315
f60,30297
f61,30279
f62,30246
f63,30246
f64,30148
f65,30138
f66,30069
f67,29962
f68,29899
f69,29898
f70,29737
f71,29735
f72,29626
f73,29590
f74,29495
f75,29434
f76,29159
f77,29063
f78,28917
f79,28862
f80,28709
f81,28678
f82,28524
f83,28426
f84,28296
f85,28231
f86,28213
f87,28210
f88,28198
f89,27960
f90,27628
f91,27622
f92,27502
f93,27473
f94,27345
f95,27330
f96,27323
f97,27301
f98,27240
f99,27120
f100,27090
f101,27015
f102,26845
f103,26839
f104,26828
f105,26636
f106,26607
f107,26570
f108,26554
f109,26311
f110,26308
f111,26270
f112,26225
f113,26219
f114,26211
f115,26088
f116,26067
f117,26060
f118,25994
f119,25942
f120,25920
f121,25916
f122,25866
f123,25827
f124,25735
f125,25600
f126,25561
f127,25504
f128,25443
f129,25437
f130,25380
f131,25097
f132,25077
f133,25071
f134,25054
f135,25037
f136,24941
f137,24933
f138,24871
f139,24843
f140,24788
f141,24751
f142,24720
f143,24594
f144,24565
f145,24361
f146,24312
f147,24168
f148,24153
f149,24152
f150,24145
f151,24109
f152,24088
f153,23852
f154,23829
f155,23766
f156,23654
f157,23630
f158,23572
f159,23482
f160,23379
f161,23172
f162,23012
f163,22937
f164,22936
f165,22897
f166,22887
f167,22886
f168,22876
f169,22689
f170,22673
f171,22670
f172,22542
f173,22345
f174,22262
f175,22199
f176,22131
f177,22109
f178,22095
f179,21958
f180,21712
f181,21642
f182,21440
f183,21345
f184,21296
f185,21156
f186,21147
f187,21122
f188,21048
f189,21036
f190,21031
f191,21021
f192,20960
f193,20812
f194,20646
f195,20500
f196,20443
f197,20409
f198,20385
f199,20382
f200,20000
