f1,209
f2,208
f3,208
f4,208
f5,208
f6,208
f7,208
f8,207
f9,205
f10,203
f11,203
f12,203
f13,202
f14,201
f15,201
f16,201
f17,201
f18,200
f19,200
f20,200
f21,200
f22,200
f23,200
f24,199
f25,198
f26,198
f27,198
f28,197
f29,197
f30,197
f31,197
f32,196
f33,196
f34,196
f35,195
f36,195
f37,194
f38,194
f39,194
f40,193
f41,192
f42,192
f43,192
f44,191
f45,191
f46,191
f47,191
f48,190
f49,190
f50,190
f51,189
f52,188
f53,188
f54,188
f55,186
f56,186
f57,184
f58,184
f59,183
f60,182
f61,182
f62,181
f63,181
f64,181
f65,181
f66,180
f67,179
f68,179
f69,178
f70,178
f71,177
f72,177
f73,176
f74,175
f75,174
f76,174
f77,174
f78,174
f79,173
f80,173
f81,173
f82,173
f83,173
f84,172
f85,172
f86,171
f87,171
f88,171
f89,170
f90,170
f91,170
f92,170
f93,170
f94,169
f95,168
f96,168
f97,168
f98,167
f99,167
f100,165
f101,165
f102,164
f103,164
f104,164
f105,163
f106,163
f107,163
f108,163
f109,162
f110,162
f111,161
f112,161
f113,160
f114,159
f115,159
f116,158
f117,157
f118,157
f119,157
f120,157
f121,157
f122,157
f123,156
f124,156
f125,156
f126,156
f127,155
f128,155
f129,152
f130,152
f131,152
f132,152
f133,151
f134,150
f135,150
f136,150
f137,149
f138,149
f139,147
f140,147
f141,147
f142,146
f143,145
f144,144
f145,144
f146,144
f147,144
f148,144
f149,143
f150,143
f151,143
f152,142
f153,142
f154,141
f155,141
f156,141
f157,141
f158,141
f159,140
f160,138
f161,138
f162,138
f163,136
f164,135
f165,135
f166,135
f167,135
f168,135
f169,135
f170,133
f171,133
f172,133
f173,133
f174,133
f175,132
f176,132
f177,132
f178,131
f179,131
f180,131
f181,130
f182,130
f183,130
f184,130
f185,129
f186,129
f187,129
f188,128
f189,128
f190,127
f191,126
f192,125
f193,125
f194,125
f195,125
f196,124
f197,124
f198,124
f199,124
f200,124
f201,124
f202,124
f203,123
f204,123
f205,123
f206,122
f207,122
f208,122
f209,122
f210,122
f211,122
f212,122
f213,121
f214,121
f215,121
f216,120
f217,120
f218,120
f219,120
f220,119
f221,119
f222,119
f223,119
f224,118
f225,117
f226,117
f227,117
f228,117
f229,116
f230,116
f231,116
f232,116
f233,115
f234,114
f235,114
f236,114
f237,114
f238,113
f239,113
f240,113
f241,113
f242,113
f243,113
f244,111
f245,111
f246,110
f247,109
f248,107
f249,107
f250,106
f251,105
f252,105
f253,105
f254,104
f255,104
f256,104
f257,103
f258,103
f259,102
f260,102
f261,102
f262,101
f263,101
f264,100
f265,99
f266,99
f267,98
f268,98
f269,98
f270,98
f271,97
f272,97
f273,97
f274,97
f275,96
f276,96
f277,96
f278,96
f279,96
f280,96
f281,96
f282,96
f283,95
f284,95
f285,95
f286,94
f287,93
f288,93
f289,92
f290,92
f291,91
f292,91
f293,91
f294,91
f295,90
f296,89
f297,89
f298,88
f299,88
f300,87
f301,87
f302,87
f303,87
f304,86
f305,86
f306,86
f307,86
f308,85
f309,84
f310,84
f311,84
f312,83
f313,83
f314,83
f315,81
f316,81
f317,81
f318,81
f319,81
f320,80
f321,80
f322,80
f323,80
f324,80
f325,79
f326,79
f327,79
f328,79
f329,78
f330,78
f331,78
f332,78
f333,77
f334,77
f335,77
f336,76
f337,76
f338,76
f339,75
f340,74
f341,74
f342,74
f343,73
f344,73
f345,73
f346,73
f347,73
f348,73
f349,70
f350,70
f351,70
f352,70
f353,70
f354,70
f355,68
f356,68
f357,67
f358,67
f359,66
f360,66
f361,66
f362,66
f363,65
f364,65
f365,65
f366,65
f367,65
f368,64
f369,64
f370,64
f371,64
f372,63
f373,62
f374,61
f375,61
f376,60
f377,60
f378,59
f379,58
f380,57
f381,57
f382,56
f383,56
f384,56
f385,55
f386,54
f387,54
f388,53
f389,53
f390,52
f391,52
f392,52
f393,52
f394,52
f395,51
f396,51
f397,50
f398,50
f399,49
f400,49
f401,49
f402,49
f403,49
f404,48
f405,48
f406,48
f407,47
f408,47
f409,46
f410,45
f411,45
f412,45
f413,45
f414,44
f415,43
f416,43
f417,42
f418,42
f419,41
f420,41
f421,41
f422,41
f423,41
f424,41
f425,40
f426,40
f427,40
f428,40
f429,39
f430,39
f431,39
f432,38
f433,37
f434,37
f435,36
f436,36
f437,36
f438,36
f439,36
f440,35
f441,34
f442,34
f443,34
f444,33
f445,33
f446,32
f447,32
f448,32
f449,32
f450,32
f451,31
f452,31
f453,31
f454,30
f455,29
f456,28
f457,27
f458,27
f459,27
f460,27
f461,26
f462,25
f463,25
f464,25
f465,24
f466,23
f467,23
f468,23
f469,22
f470,22
f471,22
f472,21
f473,21
f474,21
f475,20
f476,19
f477,19
f478,19
f479,19
f480,18
f481,18
f482,18
f483,18
f484,17
f485,17
f486,17
f487,17
f488,16
f489,16
f490,16
f491,15
f492,15
f493,14
f494,14
f495,14
f496,14
f497,14
f498,13
f499,13
f500,13
