f1,208
f2,208
f3,208
f4,207
f5,207
f6,206
f7,206
f8,205
f9,205
f10,205
f11,205
f12,204
f13,203
f14,203
f15,202
f16,202
f17,201
f18,201
f19,201
f20,201
f21,200
f22,199
f23,199
f24,199
f25,199
f26,197
f27,197
f28,196
f29,196
f30,196
f31,195
f32,195
f33,195
f34,195
f35,195
f36,194
f37,194
f38,193
f39,193
f40,193
f41,193
f42,192
f43,191
f44,190
f45,190
f46,189
f47,189
f48,189
f49,188
f50,188
f51,188
f52,187
f53,187
f54,187
f55,186
f56,186
f57,185
f58,185
f59,185
f60,184
f61,184
f62,183
f63,183
f64,182
f65,182
f66,181
f67,181
f68,181
f69,181
f70,181
f71,181
f72,180
f73,180
f74,179
f75,179
f76,179
f77,177
f78,177
f79,177
f80,176
f81,176
f82,175
f83,175
f84,175
f85,175
f86,175
f87,174
f88,173
f89,173
f90,173
f91,172
f92,171
f93,171
f94,171
f95,171
f96,171
f97,170
f98,170
f99,170
f100,170
f101,169
f102,169
f103,169
f104,169
f105,169
f106,168
f107,168
f108,167
f109,166
f110,166
f111,166
f112,165
f113,165
f114,164
f115,163
f116,162
f117,162
f118,162
f119,162
f120,161
f121,161
f122,160
f123,159
f124,159
f125,159
f126,158
f127,158
f128,158
f129,158
f130,157
f131,157
f132,157
f133,155
f134,155
f135,155
f136,154
f137,154
f138,154
f139,153
f140,153
f141,152
f142,152
f143,151
f144,150
f145,150
f146,148
f147,148
f148,147
f149,147
f150,147
f151,147
f152,146
f153,145
f154,144
f155,144
f156,144
f157,144
f158,144
f159,143
f160,143
f161,143
f162,143
f163,143
f164,143
f165,143
f166,142
f167,142
f168,142
f169,142
f170,141
f171,140
f172,140
f173,139
f174,139
f175,139
f176,139
f177,139
f178,139
f179,139
f180,138
f181,138
f182,138
f183,138
f184,138
f185,137
f186,137
f187,136
f188,136
f189,135
f190,134
f191,134
f192,134
f193,133
f194,133
f195,133
f196,132
f197,131
f198,131
f199,130
f200,130
f201,130
f202,129
f203,129
f204,129
f205,128
f206,127
f207,127
f208,127
f209,126
f210,126
f211,126
f212,126
f213,126
f214,126
f215,126
f216,125
f217,125
f218,125
f219,125
f220,124
f221,123
f222,123
f223,123
f224,123
f225,123
f226,123
f227,121
f228,121
f229,121
f230,121
f231,120
f232,120
f233,120
f234,120
f235,120
f236,119
f237,119
f238,119
f239,118
f240,118
f241,118
f242,118
f243,118
f244,118
f245,117
f246,116
f247,116
f248,116
f249,116
f250,115
f251,115
f252,114
f253,114
f254,113
f255,113
f256,113
f257,112
f258,112
f259,110
f260,109
f261,109
f262,109
f263,109
f264,108
f265,107
f266,107
f267,106
f268,106
f269,106
f270,106
f271,105
f272,105
f273,105
f274,105
f275,105
f276,104
f277,103
f278,102
f279,101
f280,101
f281,101
f282,101
f283,100
f284,100
f285,98
f286,98
f287,98
f288,97
f289,97
f290,97
f291,97
f292,97
f293,96
f294,95
f295,95
f296,94
f297,94
f298,93
f299,93
f300,92
f301,92
f302,91
f303,91
f304,91
f305,90
f306,90
f307,89
f308,89
f309,89
f310,89
f311,89
f312,89
f313,88
f314,88
f315,87
f316,87
f317,87
f318,86
f319,86
f320,85
f321,85
f322,84
f323,84
f324,83
f325,83
f326,81
f327,81
f328,81
f329,80
f330,80
f331,79
f332,78
f333,78
f334,78
f335,78
f336,77
f337,77
f338,77
f339,77
f340,76
f341,76
f342,76
f343,75
f344,75
f345,74
f346,74
f347,73
f348,73
f349,72
f350,72
f351,72
f352,72
f353,72
f354,71
f355,70
f356,69
f357,67
f358,67
f359,67
f360,67
f361,67
f362,66
f363,64
f364,64
f365,64
f366,64
f367,64
f368,63
f369,63
f370,62
f371,62
f372,62
f373,62
f374,61
f375,61
f376,61
f377,60
f378,60
f379,60
f380,60
f381,59
f382,59
f383,58
f384,58
f385,58
f386,57
f387,57
f388,57
f389,57
f390,56
f391,55
f392,55
f393,55
f394,55
f395,55
f396,55
f397,54
f398,54
f399,54
f400,54
f401,54
f402,53
f403,53
f404,53
f405,52
f406,50
f407,48
f408,47
f409,47
f410,47
f411,46
f412,46
f413,46
f414,45
f415,45
f416,45
f417,45
f418,45
f419,44
f420,43
f421,42
f422,42
f423,40
f424,40
f425,39
f426,39
f427,38
f428,38
f429,38
f430,38
f431,38
f432,37
f433,37
f434,36
f435,36
f436,36
f437,34
f438,34
f439,34
f440,34
f441,33
f442,33
f443,33
f444,33
f445,33
f446,33
f447,32
f448,32
f449,32
f450,31
f451,31
f452,31
f453,31
f454,30
f455,30
f456,30
f457,29
f458,29
f459,29
f460,28
f461,28
f462,28
f463,27
f464,26
f465,26
f466,26
f467,25
f468,25
f469,25
f470,24
f471,24
f472,23
f473,23
f474,23
f475,23
f476,22
f477,22
f478,22
f479,21
f480,21
f481,20
f482,19
f483,18
f484,18
f485,18
f486,18
f487,18
f488,17
f489,17
f490,17
f491,17
f492,16
f493,16
f494,15
f495,15
f496,14
f497,14
f498,14
f499,14
f500,13
